invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Cluster
72790,64477,0,52,7,2,71.68,0,411,5,3
78560,81307,0,32,2,5,203.3,1,9,7,3
79036,45015,1,61,7,1,35.84,1,362,4,1
98081,60927,0,35,0,5,75.75,0,509,8,3
31428,92544,1,59,7,1,35.84,2,380,7,0
75361,90401,1,41,1,1,300.08,0,68,4,3
38192,73896,0,33,1,4,1200.32,0,237,4,0
50466,89308,0,29,4,1,600.17,2,77,7,3
27696,59755,0,58,2,3,121.98,2,231,4,0
84866,21987,1,56,7,5,179.2,0,122,3,1
10879,36142,1,47,0,4,60.6,2,203,4,2
5877,97903,0,26,1,4,1200.32,0,106,5,0
32642,97279,0,44,4,1,600.17,2,671,7,0
39268,8123,0,62,1,5,1500.4,1,504,4,2
35515,92289,0,26,1,3,900.24,0,292,4,0
72162,13924,1,30,2,5,203.3,1,259,3,1
35398,80880,0,49,3,5,26.15,0,624,5,0
67496,27953,1,19,7,1,35.84,0,280,8,1
55801,65370,0,36,5,3,35.19,1,609,2,3
47095,23392,1,56,0,3,45.45,2,687,1,2
14695,78750,0,55,1,3,900.24,0,670,3,0
36003,2828,1,27,1,2,600.16,1,179,8,2
21697,14464,0,53,7,2,71.68,2,207,6,2
91999,69511,1,43,2,1,40.66,0,182,3,3
77573,78139,1,51,7,5,179.2,0,715,6,3
94735,93190,0,64,7,1,35.84,1,380,6,3
92495,22865,0,26,1,4,1200.32,0,155,3,1
42506,29149,0,18,5,5,58.65,1,619,4,2
59681,35166,0,40,1,3,900.24,2,483,4,1
50341,30007,0,58,7,4,143.36,2,683,7,1
57789,9780,0,59,4,4,2400.68,0,512,4,1
96693,98672,0,62,2,4,162.64,0,553,6,3
41668,96429,0,36,1,1,300.08,1,73,6,0
93543,95881,1,44,3,1,5.23,2,109,3,3
7180,9572,0,49,3,5,26.15,0,9,4,2
81159,33562,0,30,1,4,1200.32,2,116,4,1
53520,16546,1,58,2,1,40.66,0,86,4,1
9610,29448,1,67,7,5,179.2,1,115,4,2
48596,50387,0,43,1,1,300.08,2,228,4,0
6124,46589,0,49,1,1,300.08,2,690,4,2
541,26131,0,48,2,2,81.32,0,722,5,2
78880,90187,1,68,1,4,1200.32,0,732,6,3
85481,9452,1,24,1,2,600.16,1,360,8,1
19936,43771,0,62,1,1,300.08,1,80,6,2
39969,83775,1,67,3,4,20.92,0,592,8,0
35400,66983,1,38,5,4,46.92,0,107,1,0
68929,96260,0,45,0,1,15.15,1,537,1,3
74533,83580,1,56,3,5,26.15,1,131,4,3
87855,90498,0,26,2,2,81.32,1,641,1,3
75030,24981,0,64,5,3,35.19,2,773,8,1
25430,73775,0,40,1,5,1500.4,0,433,2,0
14450,74361,1,37,3,4,20.92,0,729,1,0
43716,57878,0,31,3,4,20.92,1,93,4,0
24392,20832,0,22,5,1,11.73,2,628,6,2
70176,36306,0,29,4,1,600.17,1,416,4,1
26428,92469,1,40,1,3,900.24,0,663,2,0
73429,34801,0,47,7,1,35.84,0,596,2,1
66545,43409,1,50,1,2,600.16,1,29,3,1
88646,3610,1,66,1,5,1500.4,1,139,4,1
27608,42004,1,37,2,5,203.3,2,16,6,2
96866,39385,1,35,3,2,10.46,2,141,5,1
64893,93831,0,28,4,4,2400.68,1,283,4,3
96108,17898,0,46,1,5,1500.4,0,254,6,1
99095,58257,1,44,1,5,1500.4,2,103,5,3
34479,91555,0,40,1,3,900.24,1,282,5,0
90570,73708,0,66,1,1,300.08,0,399,5,3
83661,71214,0,42,4,1,600.17,0,39,4,3
68338,59586,0,49,1,1,300.08,1,614,4,3
97789,34462,0,30,1,3,900.24,0,426,6,1
12543,88089,1,43,3,5,26.15,0,633,5,0
17834,74903,0,44,0,1,15.15,2,734,6,0
65383,37853,0,49,2,1,40.66,1,696,8,1
13224,87705,1,29,4,4,2400.68,0,436,8,0
63376,4588,1,54,7,1,35.84,1,363,2,1
62364,8019,0,35,2,3,121.98,1,763,4,1
26306,92572,1,61,3,5,26.15,1,577,3,0
46759,67267,0,34,2,1,40.66,0,30,4,0
19260,24754,0,33,6,1,1050.0,0,391,8,2
27634,75933,1,31,3,5,26.15,0,543,6,0
73210,16487,0,50,1,4,1200.32,1,167,5,1
26557,49783,0,52,2,4,162.64,0,93,4,0
80510,21935,0,67,1,1,300.08,0,340,5,1
18721,625,0,19,1,3,900.24,1,255,3,2
72492,50259,0,45,4,2,1200.34,0,493,7,3
84538,73662,0,49,1,4,1200.32,0,583,5,3
78984,29069,0,46,1,2,600.16,0,609,5,1
97511,77062,0,50,2,1,40.66,1,342,7,3
68096,10167,0,18,1,4,1200.32,1,502,1,1
76555,81339,0,28,3,1,5.23,0,304,6,3
33349,43734,1,53,2,5,203.3,2,639,6,2
70379,56829,1,67,1,4,1200.32,0,570,3,3
30487,53344,1,18,2,5,203.3,1,166,4,0
78691,15055,1,37,3,5,26.15,1,421,6,1
3992,50239,0,54,3,1,5.23,1,137,4,0
73434,75465,1,30,3,1,5.23,0,674,4,3
7030,42428,0,38,1,1,300.08,0,688,2,2
80117,1963,1,23,3,5,26.15,1,321,5,1
91106,7156,0,68,1,5,1500.4,1,351,7,1
20569,946,0,61,2,5,203.3,1,194,6,2
2323,4515,0,60,4,2,1200.34,2,606,5,2
33838,66807,0,60,3,3,15.69,0,729,4,0
90822,45571,1,55,5,1,11.73,2,652,3,1
20180,21765,1,61,3,1,5.23,0,91,4,2
24217,13872,1,22,2,5,203.3,2,531,5,2
6930,4362,0,26,5,3,35.19,0,707,7,2
52197,97936,1,29,2,2,81.32,0,508,4,3
60532,57358,0,64,2,3,121.98,0,474,9,3
19929,74495,0,53,1,5,1500.4,0,665,8,0
55975,66359,0,35,1,2,600.16,2,537,5,3
19333,53923,1,62,0,1,15.15,1,360,6,0
5102,71820,0,18,6,2,2100.0,1,163,6,0
96814,45636,1,26,1,4,1200.32,1,506,4,1
76663,21404,0,51,1,2,600.16,2,244,6,1
26810,10012,1,68,7,1,35.84,1,609,4,2
95272,76901,0,42,1,5,1500.4,1,346,5,3
87431,94475,1,58,1,5,1500.4,2,261,5,3
28707,29599,0,34,1,4,1200.32,1,531,4,2
57560,53513,0,37,1,5,1500.4,2,137,5,3
88835,97537,0,29,2,5,203.3,1,523,3,3
98380,43275,1,29,2,5,203.3,1,409,5,1
36071,22503,1,18,2,4,162.64,0,613,8,2
87453,5028,1,45,2,2,81.32,1,504,7,1
39985,46893,0,69,3,3,15.69,1,694,3,2
7584,67742,1,22,3,1,5.23,0,3,4,0
28190,62300,1,23,1,4,1200.32,2,51,2,0
9914,12337,0,57,7,1,35.84,1,473,3,2
27400,27861,1,48,3,1,5.23,0,668,1,2
36175,80309,1,58,1,3,900.24,1,344,8,0
84852,79503,0,61,3,1,5.23,1,477,4,3
5988,29725,0,44,2,1,40.66,1,743,6,2
35249,59694,1,50,2,5,203.3,1,308,7,0
98928,12490,1,56,3,5,26.15,1,208,5,1
55182,41589,0,24,3,1,5.23,1,393,4,1
81333,53625,0,46,7,1,35.84,0,32,4,3
79772,96469,0,44,1,1,300.08,1,2,4,3
14052,76148,1,67,1,4,1200.32,0,282,3,0
77131,2719,0,56,5,4,46.92,2,499,4,1
94178,74157,0,47,0,2,30.3,0,348,4,3
94137,97704,0,67,1,3,900.24,0,84,8,3
46223,25569,0,49,1,1,300.08,1,42,6,2
3359,77559,0,21,3,5,26.15,0,243,9,0
68780,86079,1,25,4,3,1800.51,0,457,4,3
75137,76202,0,28,3,2,10.46,2,8,6,3
13135,8736,0,22,1,1,300.08,1,587,2,2
83857,18751,0,66,7,2,71.68,2,424,2,1
82269,79938,0,24,3,3,15.69,2,662,5,3
72420,20190,0,61,4,4,2400.68,2,789,4,1
983,51423,0,67,2,1,40.66,2,327,6,0
74102,71920,0,33,1,3,900.24,2,384,6,3
71243,12955,0,23,5,1,11.73,0,455,6,1
29358,60455,1,59,0,3,45.45,0,750,8,0
29101,79260,1,49,2,5,203.3,0,462,7,0
7396,29898,1,25,2,5,203.3,1,374,5,2
42209,44312,0,56,1,1,300.08,0,450,4,2
22409,86228,1,29,1,2,600.16,0,509,4,0
6506,96701,0,26,1,1,300.08,0,150,4,0
51830,97080,1,19,1,4,1200.32,1,782,7,3
72112,15358,0,47,1,3,900.24,0,782,5,1
30162,86485,0,68,7,5,179.2,0,259,4,0
26415,7482,0,22,3,3,15.69,0,420,1,2
2165,8995,1,60,5,4,46.92,2,641,7,2
26579,38089,0,57,7,4,143.36,1,234,4,2
30184,88443,0,54,3,5,26.15,0,512,1,0
35147,95185,1,32,0,3,45.45,2,334,6,0
56308,77821,0,33,5,1,11.73,0,349,5,3
77109,65190,1,51,3,4,20.92,0,696,3,3
75881,70072,1,21,1,4,1200.32,2,604,5,3
28771,33232,1,25,2,5,203.3,2,711,5,2
87550,47340,0,46,1,2,600.16,1,597,4,1
82179,49109,0,36,4,4,2400.68,1,427,7,1
14762,57989,1,40,1,3,900.24,2,394,6,0
61125,85574,1,29,7,5,179.2,1,28,7,3
56839,6242,0,62,1,4,1200.32,0,257,5,1
39700,56818,0,54,1,1,300.08,0,60,4,0
30946,5220,0,37,2,5,203.3,0,15,6,2
73591,46521,1,35,1,4,1200.32,1,360,3,1
50321,46563,1,18,3,1,5.23,2,173,5,1
33692,58593,0,65,7,4,143.36,2,396,4,0
78279,54525,0,42,4,3,1800.51,0,309,1,3
77799,96586,1,39,2,3,121.98,2,175,6,3
19532,69010,1,30,1,4,1200.32,1,210,5,0
84776,29868,0,58,1,3,900.24,2,178,6,1
57134,85881,1,21,4,3,1800.51,1,126,4,3
92245,54611,1,63,1,1,300.08,0,283,9,3
66949,68536,0,39,7,2,71.68,0,270,4,3
62595,56082,1,67,7,3,107.52,2,471,7,3
89511,73872,1,62,7,5,179.2,1,715,3,3
63455,83719,0,53,3,1,5.23,1,701,6,3
80974,62743,0,19,3,2,10.46,2,44,4,3
76215,53816,0,34,2,3,121.98,0,438,7,3
37831,76262,0,45,1,5,1500.4,2,780,2,0
53556,8299,0,37,1,3,900.24,1,764,6,1
14141,69628,0,29,0,3,45.45,0,123,8,0
34658,79750,0,32,2,4,162.64,1,148,3,0
18147,8273,0,18,1,2,600.16,1,576,4,2
64770,35710,0,52,1,4,1200.32,1,482,5,1
94697,66301,0,53,4,1,600.17,1,777,5,3
22945,10692,0,22,3,3,15.69,1,9,7,2
30127,6573,0,43,1,1,300.08,0,28,4,2
10693,33547,0,18,1,5,1500.4,0,569,2,2
60689,84038,0,32,1,3,900.24,2,177,5,3
47164,75811,0,32,2,5,203.3,1,578,6,0
73382,18640,0,37,0,3,45.45,0,193,6,1
18402,59900,0,59,1,2,600.16,0,247,6,0
28075,33775,0,44,4,3,1800.51,0,625,3,2
90565,85006,0,64,0,5,75.75,0,253,5,3
52932,75403,0,64,4,1,600.17,0,135,4,3
65887,31407,0,23,1,3,900.24,0,659,8,1
55849,5113,1,23,3,2,10.46,1,7,3,1
77696,89828,0,56,4,3,1800.51,0,732,3,3
66235,71981,0,19,3,2,10.46,1,318,9,3
65256,66309,1,54,0,3,45.45,0,606,1,3
16063,97314,0,50,7,4,143.36,0,386,5,0
5463,161,0,67,7,1,35.84,0,569,1,2
41214,55212,1,39,1,1,300.08,2,719,6,0
83583,96853,0,32,1,1,300.08,2,749,5,3
53492,73643,0,22,2,4,162.64,0,171,5,3
80637,58597,0,55,6,2,2100.0,2,637,4,3
20944,48322,0,57,1,5,1500.4,1,747,5,2
95229,28240,0,42,2,1,40.66,0,254,4,1
5602,29291,0,37,3,5,26.15,0,53,5,2
12872,54844,0,20,7,2,71.68,0,515,6,0
62372,52521,0,56,3,5,26.15,1,473,4,3
46686,99184,0,47,2,2,81.32,1,783,4,0
8518,35498,0,50,2,5,203.3,2,539,6,2
71373,41555,0,35,7,4,143.36,1,58,4,1
2580,41265,0,34,5,2,23.46,0,547,5,2
31058,30439,0,40,4,4,2400.68,0,576,1,2
30679,78883,1,64,1,2,600.16,0,639,4,0
29925,24794,1,48,4,4,2400.68,0,22,5,2
67123,64228,1,37,5,2,23.46,0,55,6,3
78284,54545,1,21,5,4,46.92,0,635,4,3
51710,91977,0,64,2,4,162.64,2,372,3,3
88886,78770,0,37,1,2,600.16,1,671,4,3
57463,58,0,30,4,4,2400.68,0,418,6,1
97137,23340,1,65,2,2,81.32,1,486,3,1
17004,3631,0,60,1,1,300.08,1,575,4,2
31962,37400,1,36,3,2,10.46,1,500,6,2
47583,25413,0,60,1,2,600.16,0,399,5,2
46655,57859,1,40,4,2,1200.34,0,80,5,0
49780,16068,0,66,1,3,900.24,1,403,4,1
85602,62021,0,56,1,2,600.16,0,367,2,3
17525,1969,0,55,3,5,26.15,2,708,3,2
18935,95440,1,25,1,1,300.08,0,283,5,0
4184,49843,1,23,5,3,35.19,1,756,2,0
42029,14565,0,34,3,1,5.23,2,153,7,2
40016,52563,1,24,3,5,26.15,0,324,4,0
83544,33039,0,39,1,3,900.24,2,505,4,1
34086,36292,1,54,0,2,30.3,1,470,9,2
78944,71417,0,43,1,3,900.24,0,60,9,3
83890,23076,0,54,0,4,60.6,0,174,7,1
50049,2363,0,26,1,2,600.16,2,222,4,1
96123,92354,0,53,3,5,26.15,1,247,1,3
4084,75992,0,31,1,4,1200.32,2,125,5,0
94971,30286,0,59,3,1,5.23,1,30,2,1
66041,61247,0,42,1,2,600.16,1,35,5,3
21237,68606,0,64,3,3,15.69,1,792,3,0
23440,22237,0,58,3,1,5.23,0,417,6,2
45507,3073,0,32,1,1,300.08,1,744,3,2
81206,14529,1,46,0,1,15.15,1,216,6,1
50689,30383,1,46,1,5,1500.4,1,386,8,1
9804,94519,1,50,4,4,2400.68,0,664,2,0
67489,37517,0,18,4,3,1800.51,1,173,4,1
20136,54691,1,19,3,2,10.46,0,642,4,0
3593,49653,0,19,2,5,203.3,2,491,5,0
87512,96044,0,37,4,2,1200.34,0,565,5,3
24592,41926,1,59,1,5,1500.4,0,578,4,2
91509,91406,0,47,2,4,162.64,0,355,4,3
65950,60802,0,41,7,1,35.84,0,583,2,3
77739,64430,0,54,2,2,81.32,0,245,6,3
23938,15871,1,44,1,5,1500.4,0,689,5,2
82497,7209,1,56,7,1,35.84,0,99,6,1
4876,56019,0,49,2,4,162.64,0,127,5,0
84656,70250,0,46,3,1,5.23,2,793,5,3
35710,20384,1,43,4,2,1200.34,0,653,3,2
65499,34670,1,46,2,3,121.98,0,101,4,1
76425,90975,1,49,1,3,900.24,0,47,3,3
56126,171,0,29,1,3,900.24,0,72,7,1
8120,70812,1,57,3,5,26.15,0,528,4,0
70544,95431,0,27,1,2,600.16,2,690,6,3
37542,93645,0,52,1,3,900.24,0,722,5,0
52092,85937,0,62,3,1,5.23,0,642,4,3
66252,72264,0,57,1,4,1200.32,0,297,6,3
62489,70464,0,36,1,1,300.08,1,772,2,3
91779,63805,1,19,1,5,1500.4,2,390,6,3
69534,19727,1,47,3,1,5.23,0,105,5,1
19688,83854,1,45,1,3,900.24,1,175,9,0
39079,21781,0,26,5,3,35.19,0,321,5,2
92314,46143,1,25,1,1,300.08,0,170,6,1
88109,98232,0,18,3,4,20.92,0,94,5,3
86415,65314,0,18,1,4,1200.32,2,741,5,3
59691,51882,0,64,3,5,26.15,1,610,5,3
8409,67830,1,50,4,1,600.17,2,482,5,0
18508,1514,0,45,1,5,1500.4,0,58,5,2
28782,6281,0,37,1,1,300.08,0,63,5,2
954,28693,1,42,5,2,23.46,2,19,5,2
46951,36129,1,33,1,1,300.08,0,576,7,2
83380,16275,0,45,2,3,121.98,0,642,7,1
88694,51716,1,44,7,4,143.36,2,254,2,3
27824,10752,0,38,1,3,900.24,1,756,4,2
10739,39519,1,48,7,3,107.52,1,687,9,2
47846,27775,0,18,1,4,1200.32,1,186,6,2
74101,92891,0,27,3,2,10.46,0,341,4,3
18945,89611,1,55,1,3,900.24,0,554,9,0
1792,75789,0,34,0,2,30.3,1,422,5,0
10616,97324,1,45,4,2,1200.34,0,139,9,0
67255,78442,1,41,1,5,1500.4,1,542,1,3
65952,8745,0,42,3,2,10.46,0,696,6,1
8299,28752,0,56,1,1,300.08,0,603,8,2
61684,20777,0,58,1,1,300.08,0,454,3,1
95593,59645,1,28,2,2,81.32,1,221,2,3
70960,93494,0,64,1,5,1500.4,1,422,3,3
89953,30387,1,32,0,5,75.75,0,588,6,1
5314,5482,0,41,2,5,203.3,0,324,6,2
48452,90243,1,69,2,4,162.64,2,339,6,0
79599,93761,0,28,2,2,81.32,0,509,5,3
90156,92797,0,20,3,1,5.23,1,759,6,3
39913,98496,1,32,3,3,15.69,0,213,7,0
29273,87587,0,63,3,4,20.92,0,103,5,0
41048,72945,0,31,1,1,300.08,0,536,1,0
30910,21193,0,21,1,5,1500.4,0,223,9,2
18656,50934,0,22,7,4,143.36,0,443,6,0
41683,25634,0,34,5,5,58.65,1,162,4,2
7143,23139,0,29,3,5,26.15,0,672,3,2
29960,18052,0,40,4,4,2400.68,1,201,5,2
49009,81832,0,26,7,5,179.2,2,96,4,0
94631,87995,1,42,0,5,75.75,0,580,3,3
28760,85176,1,28,1,1,300.08,1,719,1,0
49975,42705,0,30,6,2,2100.0,2,83,6,1
9231,70330,1,32,1,2,600.16,2,540,5,0
82095,11698,1,68,1,5,1500.4,0,180,5,1
18497,24668,0,69,1,3,900.24,0,591,3,2
11583,10313,0,44,1,5,1500.4,1,506,5,2
69193,57708,1,66,2,1,40.66,1,156,5,3
50167,11741,1,35,7,3,107.52,0,190,6,1
85529,81772,0,59,1,1,300.08,1,239,1,3
57606,53105,0,38,3,3,15.69,0,164,6,3
55477,24892,0,55,7,5,179.2,1,336,4,1
38028,31914,1,41,1,5,1500.4,0,460,4,2
41644,10985,0,68,2,3,121.98,2,735,5,2
22595,89703,0,23,1,5,1500.4,0,596,3,0
23603,80960,1,25,5,4,46.92,1,624,6,0
89733,70633,0,39,5,3,35.19,1,89,5,3
67668,10057,0,69,4,4,2400.68,0,116,7,1
10955,38695,0,69,3,2,10.46,0,368,1,2
22746,62601,0,23,3,2,10.46,0,616,4,0
82997,96980,0,29,4,1,600.17,0,268,8,3
94012,78907,0,57,2,4,162.64,1,722,3,3
62708,38930,0,30,0,3,45.45,1,135,6,1
93272,97322,0,61,4,3,1800.51,1,338,5,3
99273,5266,0,38,2,1,40.66,1,360,4,1
66205,27035,0,52,5,2,23.46,1,538,2,1
8085,95804,0,21,5,4,46.92,0,402,5,0
35927,60514,0,57,2,3,121.98,0,72,5,0
13655,43749,1,59,7,4,143.36,1,122,5,2
28821,4733,1,26,1,5,1500.4,2,525,6,2
39548,25977,0,53,2,4,162.64,1,459,4,2
85115,86543,0,39,1,4,1200.32,1,339,5,3
46270,23840,1,64,1,3,900.24,1,335,4,2
1126,69959,0,64,1,5,1500.4,0,581,5,0
57406,3936,0,22,1,5,1500.4,1,14,4,1
2077,30081,0,65,3,4,20.92,0,520,4,2
17464,2714,1,48,2,5,203.3,0,475,4,2
85457,3506,0,40,1,4,1200.32,0,260,4,1
44231,47531,1,33,7,5,179.2,0,378,8,2
90036,5590,0,20,1,1,300.08,0,259,5,1
57603,15096,1,25,0,2,30.3,1,645,6,1
5608,68619,0,66,7,2,71.68,0,22,5,0
27186,35455,0,48,1,1,300.08,0,320,5,2
29976,33551,1,59,1,3,900.24,0,78,3,2
85878,82908,1,49,7,1,35.84,0,691,6,3
94906,4898,1,58,2,2,81.32,0,371,3,1
4965,54147,1,57,5,3,35.19,2,535,5,0
36746,90129,0,52,3,5,26.15,1,346,7,0
26098,51450,0,55,1,1,300.08,0,175,6,0
49352,43636,1,20,4,4,2400.68,0,376,6,2
88687,67069,1,60,3,3,15.69,1,187,6,3
43798,13434,0,52,1,4,1200.32,2,119,9,2
27174,1721,0,21,5,4,46.92,1,90,1,2
31118,79481,0,40,7,3,107.52,2,80,2,0
37182,14778,1,55,0,4,60.6,2,614,5,2
59482,91502,0,22,3,4,20.92,0,120,5,3
57117,3083,0,63,5,2,23.46,0,118,8,1
10007,82721,0,45,2,2,81.32,2,606,7,0
17970,63911,0,33,1,2,600.16,0,494,1,0
81560,510,0,33,2,3,121.98,1,475,4,1
31301,16637,1,32,3,2,10.46,2,519,6,2
79207,71559,0,34,6,1,1050.0,1,673,7,3
18885,41274,0,28,1,3,900.24,0,291,1,2
20725,71895,0,37,0,3,45.45,1,713,4,0
89699,97830,1,43,7,3,107.52,0,669,3,3
95611,37172,0,48,3,2,10.46,1,196,3,1
95425,15280,0,20,2,4,162.64,0,455,5,1
94037,63699,1,58,1,3,900.24,2,604,6,3
1289,75890,1,20,1,4,1200.32,2,568,8,0
15163,50396,1,28,1,2,600.16,1,711,4,0
95041,68696,1,45,5,2,23.46,0,55,4,3
52233,68571,1,38,1,4,1200.32,2,630,7,3
18096,14806,1,19,1,4,1200.32,2,64,9,2
36938,5766,1,53,3,1,5.23,2,255,6,2
91068,30185,1,44,3,2,10.46,1,307,6,1
85417,10938,0,53,1,5,1500.4,0,604,5,1
78131,84828,0,30,1,4,1200.32,2,204,4,3
37566,18745,0,45,4,3,1800.51,1,365,3,2
75930,39249,0,55,7,4,143.36,1,443,1,1
11421,78821,0,61,1,2,600.16,0,330,8,0
51466,47742,0,63,4,4,2400.68,0,767,4,1
35175,64552,1,22,7,3,107.52,0,522,2,0
30296,41800,0,61,7,5,179.2,2,256,7,2
62576,66464,1,57,3,5,26.15,2,191,3,3
74612,80416,1,64,1,3,900.24,0,298,9,3
69693,48733,0,31,3,1,5.23,2,127,4,1
88638,89952,0,26,3,3,15.69,2,703,7,3
49402,79174,1,61,7,5,179.2,0,399,3,0
32500,48973,0,42,1,5,1500.4,1,595,2,2
79255,79070,0,64,1,4,1200.32,2,645,5,3
69297,28229,0,21,1,4,1200.32,1,446,8,1
35152,6952,0,57,2,5,203.3,2,496,6,2
80480,70614,0,64,1,5,1500.4,2,265,4,3
60399,83584,1,22,1,2,600.16,2,425,4,3
36514,17427,0,26,1,5,1500.4,0,721,1,2
52573,15771,0,62,3,3,15.69,2,223,5,1
48954,2823,0,39,6,2,2100.0,0,10,5,2
79816,51278,1,53,1,1,300.08,2,257,4,3
20131,66342,0,37,2,1,40.66,0,29,3,0
57730,82481,0,34,3,4,20.92,0,269,1,3
71102,58202,0,58,1,1,300.08,0,191,6,3
81808,79142,1,25,1,1,300.08,1,347,5,3
78376,83662,0,31,4,1,600.17,0,474,1,3
96074,55081,1,58,3,5,26.15,1,218,5,3
53109,46313,0,28,2,4,162.64,1,198,7,1
29092,49877,1,69,7,5,179.2,1,54,3,0
69580,99137,0,56,1,2,600.16,0,263,4,3
69588,88927,0,62,1,3,900.24,2,249,6,3
66291,61442,0,62,3,2,10.46,0,276,4,3
13531,90047,0,51,3,5,26.15,0,80,5,0
46013,554,0,18,3,4,20.92,0,603,1,2
45611,88226,0,40,4,1,600.17,0,504,7,0
7951,43139,0,27,4,3,1800.51,1,769,7,2
80499,38325,0,18,4,3,1800.51,0,786,9,1
22413,73260,0,29,7,5,179.2,1,457,6,0
34180,14899,1,36,2,1,40.66,0,389,7,2
33363,52937,1,58,2,4,162.64,0,126,1,0
99384,59970,1,19,1,3,900.24,0,772,9,3
9209,17585,1,23,3,3,15.69,1,273,4,2
8709,29771,1,66,4,1,600.17,2,503,5,2
1211,20989,0,25,7,2,71.68,0,739,4,2
72511,10397,0,50,1,5,1500.4,2,252,9,1
75520,70537,0,23,2,3,121.98,0,712,5,3
6935,32265,0,55,7,5,179.2,1,11,6,2
94307,21878,0,23,1,3,900.24,0,618,4,1
5335,98096,1,26,1,1,300.08,0,633,9,0
86737,36822,0,44,1,4,1200.32,0,236,5,1
37169,3009,1,32,3,3,15.69,1,689,4,2
13450,85043,0,47,7,2,71.68,0,263,4,0
48714,24125,1,68,7,1,35.84,0,319,3,2
69263,10026,0,52,3,4,20.92,1,220,7,1
97864,41307,0,38,2,4,162.64,0,597,7,1
22108,1495,0,60,1,2,600.16,1,221,9,2
64185,4990,0,38,2,5,203.3,0,774,5,1
87068,1390,0,26,4,4,2400.68,1,168,6,1
82644,88635,1,34,2,1,40.66,0,102,3,3
32302,57460,1,68,3,2,10.46,2,670,4,0
24627,56334,1,62,7,1,35.84,0,517,6,0
99090,94963,1,47,1,1,300.08,0,73,3,3
23916,94253,1,45,1,2,600.16,2,768,4,0
85301,54374,1,35,7,5,179.2,1,91,5,3
56499,49920,0,51,3,2,10.46,2,352,7,3
89436,15625,0,27,7,1,35.84,1,652,5,1
51944,98952,1,59,0,1,15.15,1,581,4,3
17808,21165,0,51,3,3,15.69,1,466,7,2
2120,38584,1,52,7,2,71.68,2,512,7,2
16691,59659,0,48,1,5,1500.4,2,75,2,0
47099,73934,0,23,7,3,107.52,1,0,3,0
41303,33796,1,44,3,1,5.23,0,15,3,2
59254,9912,1,59,2,5,203.3,0,64,4,1
80973,4670,0,40,1,1,300.08,0,131,6,1
44110,14513,0,57,2,5,203.3,2,118,1,2
92649,35056,0,26,3,1,5.23,0,664,6,1
52809,92311,1,32,5,5,58.65,1,756,3,3
34772,71738,1,58,7,3,107.52,2,146,9,0
99110,12752,1,64,1,1,300.08,0,37,4,1
46040,29718,0,23,3,2,10.46,0,451,9,2
99156,2235,1,49,3,4,20.92,1,630,4,1
69849,19196,1,55,4,3,1800.51,1,674,9,1
51540,26754,0,61,1,1,300.08,1,285,5,1
23396,96087,0,37,5,5,58.65,1,638,7,0
31719,25483,0,53,4,2,1200.34,1,290,5,2
96328,69498,0,31,7,2,71.68,0,148,6,3
66963,51321,1,38,3,3,15.69,2,761,5,3
13768,31807,0,26,1,3,900.24,1,118,4,2
75431,20367,1,24,6,2,2100.0,0,407,9,1
42301,79878,0,69,5,2,23.46,0,511,4,0
25139,57408,1,68,1,3,900.24,1,271,1,0
50843,74042,1,24,5,1,11.73,0,674,4,3
60896,92078,1,54,7,3,107.52,2,171,7,3
24849,38665,1,24,1,3,900.24,1,619,3,2
16297,49509,0,66,0,2,30.3,2,59,5,2
64467,58556,0,61,1,5,1500.4,0,223,1,3
59263,25382,0,33,7,2,71.68,0,478,4,1
23215,68626,0,27,1,3,900.24,2,347,3,0
82304,11829,0,47,4,1,600.17,0,773,5,1
42044,22601,1,36,1,2,600.16,0,763,7,2
88001,60603,0,66,1,2,600.16,1,551,4,3
84183,82007,1,48,1,1,300.08,0,713,8,3
95919,42909,0,59,1,5,1500.4,2,255,4,1
80021,23674,0,40,2,4,162.64,2,650,5,1
87746,11377,1,23,1,2,600.16,1,509,4,1
69689,61981,0,52,3,1,5.23,1,48,5,3
7296,59867,0,54,5,5,58.65,2,555,3,0
51173,75379,1,33,4,4,2400.68,1,25,4,3
62864,77633,0,28,6,2,2100.0,0,28,6,3
36858,81817,1,55,1,3,900.24,0,779,5,0
64365,91401,1,41,1,4,1200.32,2,270,4,3
93006,22138,0,36,4,4,2400.68,0,674,4,1
76173,49740,0,57,4,4,2400.68,0,20,8,1
10769,48823,1,62,7,2,71.68,0,416,3,2
21543,14015,1,42,2,3,121.98,2,757,5,2
13038,73467,1,28,1,5,1500.4,0,709,6,0
73213,88475,1,50,2,4,162.64,1,669,4,3
65244,5573,0,31,1,1,300.08,2,670,9,1
91180,25959,0,51,3,4,20.92,0,579,5,1
57072,7411,0,40,2,2,81.32,0,792,1,1
64591,28891,0,31,4,3,1800.51,2,493,6,1
13883,90285,0,33,1,1,300.08,0,329,7,0
32791,79448,0,55,4,3,1800.51,2,365,4,0
32300,28088,1,57,1,3,900.24,1,335,6,2
73149,16435,1,40,3,1,5.23,0,750,4,1
98730,36071,0,50,7,5,179.2,0,185,6,1
88366,81968,0,37,1,2,600.16,0,596,7,3
94197,90012,1,22,1,5,1500.4,1,430,2,3
55168,1958,0,59,1,1,300.08,2,194,7,1
