invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
93120,2754,0,18,7,5,179.2,1,768,5
7578,20639,0,48,5,4,46.92,0,505,6
97926,40777,0,36,2,2,81.32,2,251,5
10348,44283,0,24,1,3,900.24,1,329,5
81830,6935,1,44,4,3,1800.51,0,277,7
82523,61852,1,67,1,3,900.24,0,186,3
16258,95644,0,69,2,3,121.98,2,599,7
27318,46426,0,62,3,5,26.15,0,707,8
68856,42779,0,60,4,2,1200.34,0,573,8
84506,75275,0,43,5,2,23.46,2,197,7
64298,45654,0,69,3,1,5.23,0,628,7
26281,61906,1,53,3,3,15.69,0,790,5
94493,60290,0,48,1,5,1500.4,0,98,5
25124,7458,1,48,1,4,1200.32,0,347,7
76694,65637,1,43,1,4,1200.32,2,405,9
43441,77349,1,30,2,3,121.98,0,717,4
6975,55349,0,59,3,5,26.15,0,486,5
77205,13423,0,23,3,2,10.46,1,12,4
80485,77549,1,44,2,3,121.98,0,607,4
24603,83565,1,54,1,3,900.24,0,84,5
94191,90962,1,41,7,3,107.52,1,652,3
32383,28125,1,53,3,4,20.92,0,48,4
15844,88640,0,67,3,5,26.15,1,564,7
95138,89474,1,32,1,1,300.08,1,284,4
65570,43951,0,42,0,4,60.6,2,366,6
14989,73723,0,18,1,2,600.16,1,338,6
61243,95679,0,18,1,3,900.24,2,571,6
21964,69852,0,59,2,4,162.64,2,18,5
57697,6169,1,32,2,5,203.3,0,378,2
81117,59872,1,53,7,4,143.36,1,108,3
69036,82110,0,26,2,1,40.66,2,255,1
47036,16654,0,35,1,4,1200.32,1,528,5
28023,91723,0,62,2,5,203.3,1,599,6
96674,59031,0,50,1,5,1500.4,1,560,5
74225,29214,1,42,3,2,10.46,0,700,7
53178,94370,0,30,1,4,1200.32,0,96,7
91166,86932,1,43,2,2,81.32,1,264,7
46060,18400,0,54,1,5,1500.4,1,585,8
21710,38261,1,54,1,1,300.08,1,76,7
49445,3249,0,47,3,1,5.23,0,378,9
73237,97709,0,39,2,4,162.64,1,80,5
13111,56728,0,55,1,3,900.24,0,164,5
96160,81176,1,26,7,1,35.84,0,792,2
48469,11067,0,41,6,2,2100.0,0,51,4
26662,17553,0,26,1,3,900.24,0,486,2
93871,73123,0,45,4,4,2400.68,1,589,4
84971,7049,0,49,1,1,300.08,2,336,7
3668,81123,0,22,4,1,600.17,2,428,3
84137,2373,0,64,7,1,35.84,1,751,9
5165,65863,0,55,5,2,23.46,2,673,7
60734,28003,0,24,7,4,143.36,0,543,9
15730,80075,1,41,4,2,1200.34,0,62,4
96673,49206,0,48,1,3,900.24,2,88,8
66484,31076,1,23,1,2,600.16,1,70,4
24564,46326,0,57,6,1,1050.0,0,574,7
45007,13192,0,26,3,1,5.23,2,71,7
83936,58383,1,27,0,4,60.6,0,386,7
4154,41850,1,40,3,2,10.46,1,677,5
34774,64449,0,68,1,3,900.24,0,268,5
45910,52192,1,67,1,4,1200.32,0,158,8
48455,39567,1,22,3,1,5.23,2,1,8
57468,14287,1,56,1,3,900.24,1,171,3
90594,50856,0,68,1,2,600.16,0,670,5
46965,32504,1,59,7,2,71.68,1,684,6
8955,52699,0,34,2,5,203.3,2,690,9
17382,2862,1,48,2,1,40.66,0,602,4
81569,77051,0,22,7,3,107.52,0,706,4
23955,35407,1,66,3,4,20.92,1,131,4
3389,34657,1,20,2,1,40.66,0,689,3
20509,17380,1,29,1,4,1200.32,0,675,5
77375,938,0,52,1,5,1500.4,2,124,5
44133,72123,1,64,5,5,58.65,1,724,5
61548,55597,0,43,6,1,1050.0,0,364,5
10722,20267,1,65,1,3,900.24,0,616,4
73843,69966,0,41,1,1,300.08,0,160,5
8128,61438,0,54,0,4,60.6,0,274,5
21904,36559,0,34,0,5,75.75,0,638,3
76655,50033,0,23,2,3,121.98,2,227,9
87013,4679,1,30,7,2,71.68,0,728,6
21253,62913,0,30,7,3,107.52,2,680,2
90017,6984,1,59,1,5,1500.4,1,445,8
29861,5123,0,40,5,3,35.19,1,461,5
96689,37998,0,54,2,4,162.64,1,404,4
97223,56339,0,41,7,5,179.2,0,726,2
79240,4742,1,61,5,4,46.92,0,456,4
58428,78134,1,44,3,3,15.69,2,459,4
26825,63904,0,68,4,1,600.17,1,218,8
24122,58846,0,25,1,4,1200.32,0,84,5
7305,15453,1,42,1,5,1500.4,0,30,5
64708,72208,0,56,1,3,900.24,2,755,5
67814,16450,0,23,5,4,46.92,1,485,6
1088,98203,0,27,2,2,81.32,0,17,9
52880,11310,0,44,5,3,35.19,1,284,4
33416,7970,1,53,7,5,179.2,2,426,3
29058,26743,1,34,2,1,40.66,2,224,1
82296,62897,1,40,7,1,35.84,1,414,6
3099,31431,0,39,1,3,900.24,1,466,7
56300,54866,1,32,1,4,1200.32,0,630,5
23037,96618,0,66,3,5,26.15,1,475,4
7704,11640,0,69,4,2,1200.34,0,341,3
1849,46878,0,36,7,4,143.36,2,284,5
32276,12302,1,23,0,1,15.15,0,19,8
30915,36364,0,46,2,3,121.98,2,82,4
77970,15146,1,47,1,2,600.16,1,252,6
25725,91887,0,62,3,2,10.46,2,582,7
5433,14921,1,30,2,1,40.66,1,747,8
50647,23712,0,38,2,4,162.64,1,369,2
31199,18679,0,66,7,1,35.84,1,729,3
66952,66157,0,29,2,3,121.98,0,405,1
69049,77135,1,49,1,1,300.08,1,60,5
4380,57135,1,67,1,4,1200.32,0,602,7
46703,34260,1,65,4,2,1200.34,2,725,5
44537,48012,0,27,1,4,1200.32,1,197,4
1091,23714,1,38,0,3,45.45,0,772,5
67869,56475,0,53,2,3,121.98,1,689,5
67028,86770,1,34,1,2,600.16,0,413,6
41197,89890,1,28,1,4,1200.32,1,629,9
33940,84994,0,32,3,2,10.46,0,248,7
72910,11402,0,68,1,4,1200.32,0,639,6
37522,23416,0,45,1,5,1500.4,2,646,4
51049,72541,1,39,4,4,2400.68,0,555,2
2167,13976,0,46,5,4,46.92,1,437,8
50670,74678,0,46,2,2,81.32,1,392,5
39740,16562,1,66,1,3,900.24,2,28,2
43588,78342,0,33,1,4,1200.32,2,401,6
85684,52794,1,56,3,5,26.15,1,772,6
44242,62479,1,52,1,3,900.24,2,518,5
59351,60372,0,43,2,2,81.32,0,268,5
41949,34958,1,62,1,2,600.16,2,319,4
42817,36630,0,25,1,3,900.24,1,278,6
44352,40919,0,38,1,2,600.16,2,349,7
59565,1151,0,62,1,4,1200.32,1,775,6
22444,80595,1,40,0,4,60.6,0,213,5
60112,17645,0,55,2,5,203.3,1,499,7
31224,18991,0,53,4,2,1200.34,0,7,1
61677,90267,0,39,1,1,300.08,1,460,2
75348,71268,0,54,1,2,600.16,0,594,4
24614,70132,0,37,3,3,15.69,1,565,5
56888,36669,0,28,2,4,162.64,2,683,5
34270,37513,1,33,3,2,10.46,2,735,2
83178,40684,0,42,7,4,143.36,1,622,6
62418,24167,0,25,0,5,75.75,0,538,6
59780,43626,1,28,2,4,162.64,0,163,7
78084,49380,1,48,1,1,300.08,0,529,8
31746,48090,0,22,1,4,1200.32,0,409,6
563,65854,0,68,0,1,15.15,1,715,4
60735,20201,0,34,2,1,40.66,0,601,4
26316,21047,0,41,3,4,20.92,0,189,4
61917,40879,1,38,1,5,1500.4,2,463,8
10703,83412,0,44,1,2,600.16,0,216,5
43765,55916,1,18,6,2,2100.0,2,36,4
54571,36844,0,29,2,4,162.64,2,266,6
67843,49559,0,22,1,3,900.24,0,213,6
96410,53581,0,51,4,3,1800.51,0,222,6
93207,96222,1,27,1,1,300.08,1,780,9
13294,96089,1,59,0,4,60.6,0,49,9
52697,81569,1,43,4,3,1800.51,1,501,6
71850,31355,0,32,2,2,81.32,0,183,4
88771,12655,0,55,5,5,58.65,1,501,7
41971,14796,1,22,7,5,179.2,0,770,4
25738,10109,0,66,1,1,300.08,1,692,7
37924,48977,0,63,7,4,143.36,0,461,2
92379,51845,1,53,1,1,300.08,1,655,4
74145,2790,0,18,1,2,600.16,0,565,1
50154,70375,0,57,2,5,203.3,1,264,6
97845,56246,0,22,0,2,30.3,0,365,4
91315,46330,0,37,1,5,1500.4,1,615,2
25903,54416,1,41,2,3,121.98,0,384,7
11585,66428,1,50,1,3,900.24,2,176,4
95343,22519,1,36,4,1,600.17,1,263,6
45226,77953,0,49,2,3,121.98,1,38,6
51286,52118,0,54,2,3,121.98,0,337,4
73227,51419,1,42,2,5,203.3,0,577,2
78852,35819,0,59,2,4,162.64,0,343,9
53592,92422,1,62,1,2,600.16,1,772,6
38105,31601,1,49,3,5,26.15,0,144,3
93904,69936,0,29,2,1,40.66,0,22,5
23742,37722,1,51,0,5,75.75,1,692,5
70663,52912,1,50,3,3,15.69,0,431,5
8871,38573,0,29,4,4,2400.68,1,163,9
83657,57003,0,48,1,3,900.24,2,442,1
44240,19142,0,42,5,1,11.73,1,407,5
6582,94759,0,69,1,3,900.24,0,388,5
59725,37349,0,50,1,2,600.16,0,583,6
22322,11219,0,43,1,3,900.24,1,85,7
88296,78381,0,63,0,3,45.45,0,11,6
76926,88062,0,66,1,4,1200.32,0,263,7
92885,79187,1,22,2,5,203.3,1,504,4
97769,61767,0,67,1,3,900.24,1,345,4
17102,82857,1,31,2,1,40.66,1,122,1
82169,78447,0,45,1,3,900.24,0,277,8
76775,70622,0,18,3,3,15.69,1,634,4
16075,23120,0,68,1,3,900.24,1,58,7
85165,28509,0,65,1,4,1200.32,2,570,4
80310,90446,1,54,0,3,45.45,1,246,4
92982,80433,0,28,5,3,35.19,0,623,2
75537,96449,0,25,3,1,5.23,2,397,4
84574,24430,0,48,1,2,600.16,2,629,6
63955,83913,0,50,1,4,1200.32,0,242,6
35945,85956,1,24,3,2,10.46,1,660,4
78220,68732,1,50,3,4,20.92,0,567,3
97237,40181,0,54,1,1,300.08,0,743,6
28266,93852,0,63,1,3,900.24,0,384,4
14214,50903,1,44,3,2,10.46,0,168,4
18249,89067,0,41,4,4,2400.68,1,463,5
44536,54050,0,62,5,3,35.19,2,775,1
12120,52285,1,36,1,5,1500.4,1,570,4
94041,73640,1,20,1,5,1500.4,1,265,6
46989,89296,0,23,2,2,81.32,1,492,4
3720,6210,1,46,7,3,107.52,0,46,4
33105,54361,1,57,1,3,900.24,2,15,7
61808,82617,1,50,7,2,71.68,0,188,4
50207,77569,1,21,1,3,900.24,2,131,8
45804,52509,0,38,5,2,23.46,0,758,4
87764,52561,0,21,3,5,26.15,0,198,5
72298,20625,0,21,2,3,121.98,1,49,7
48703,46031,1,50,1,1,300.08,1,395,3
5645,77431,0,54,1,4,1200.32,0,294,6
480,54287,0,41,1,2,600.16,0,23,1
1525,93033,0,21,2,2,81.32,2,75,5
66666,54291,1,56,3,3,15.69,1,530,8
16843,2103,1,20,4,3,1800.51,1,347,6
53460,25824,1,57,2,3,121.98,2,442,5
75858,29105,0,67,7,4,143.36,0,425,5
70141,17314,1,61,7,5,179.2,2,756,6
12878,86058,1,57,2,1,40.66,0,439,4
37143,2757,0,64,3,2,10.46,1,326,4
66662,98280,1,62,3,5,26.15,0,651,6
22700,40199,0,44,1,1,300.08,0,91,4
99009,90506,1,63,1,3,900.24,0,331,2
88781,20804,0,52,3,2,10.46,1,423,3
13519,994,0,43,2,3,121.98,1,232,2
7896,98077,0,63,1,3,900.24,1,618,5
91968,68005,0,30,1,4,1200.32,2,275,5
67228,14504,0,22,1,4,1200.32,1,566,5
61447,36872,1,59,2,3,121.98,0,740,5
4316,20621,0,59,2,2,81.32,0,673,9
97134,99159,0,35,4,4,2400.68,0,151,4
24862,10288,0,18,7,3,107.52,0,683,6
4009,2196,0,48,4,2,1200.34,1,468,4
67756,96492,1,34,3,2,10.46,0,127,3
86511,66875,1,61,1,4,1200.32,0,713,7
37997,86742,1,58,3,5,26.15,1,536,6
71398,51261,1,56,2,5,203.3,0,44,9
62423,39288,1,39,5,1,11.73,0,661,4
46763,70619,1,61,1,2,600.16,1,687,5
83037,91591,0,48,4,1,600.17,1,158,6
28742,46327,0,41,3,3,15.69,0,762,4
89034,79999,1,69,4,1,600.17,2,281,4
23293,98538,0,55,0,3,45.45,0,170,1
33742,48295,0,36,3,5,26.15,0,655,6
69785,98260,0,59,2,3,121.98,2,406,3
59818,69750,0,62,1,2,600.16,1,78,9
16481,18647,1,60,6,2,2100.0,0,339,3
10471,43281,0,43,1,1,300.08,0,714,2
70900,3991,1,22,0,1,15.15,1,433,9
54308,68947,0,37,1,4,1200.32,1,23,4
64053,24414,1,43,7,5,179.2,1,101,5
81727,96570,0,28,1,4,1200.32,0,603,4
82847,81586,0,45,4,3,1800.51,2,619,6
32015,75879,0,60,3,5,26.15,0,213,8
53374,95492,1,47,5,3,35.19,0,390,3
27362,37719,1,23,1,5,1500.4,1,237,3
73447,5614,0,42,3,3,15.69,2,377,9
12305,9499,0,55,3,5,26.15,2,728,5
74558,39176,1,26,2,3,121.98,2,88,4
80630,93518,1,19,1,1,300.08,0,508,3
59949,31003,1,33,1,2,600.16,1,671,5
98500,523,1,32,2,2,81.32,0,610,6
89544,79920,0,40,7,2,71.68,1,743,3
86460,56059,0,37,2,2,81.32,1,745,4
22507,92664,1,36,0,4,60.6,2,287,9
85919,27228,1,23,0,3,45.45,2,176,6
47804,76895,1,22,1,2,600.16,1,55,9
57795,61269,1,30,4,2,1200.34,2,196,6
77834,95268,0,65,2,2,81.32,0,696,2
74830,62762,1,23,1,3,900.24,2,506,5
56963,42686,0,49,1,1,300.08,0,362,3
91514,18788,1,20,3,4,20.92,1,608,3
58681,46152,0,40,3,2,10.46,2,332,3
3183,26615,0,39,1,2,600.16,1,221,6
34263,58909,0,66,6,1,1050.0,1,326,5
35881,64878,1,65,2,5,203.3,0,202,6
44510,26722,0,43,1,4,1200.32,1,267,4
8723,34638,0,27,1,3,900.24,0,196,6
24405,20422,1,24,1,4,1200.32,0,196,7
57185,95798,0,32,1,3,900.24,0,630,2
45406,6391,0,23,1,3,900.24,0,625,5
67035,38751,0,27,7,3,107.52,0,512,3
56497,81617,0,49,4,4,2400.68,1,129,6
73949,57149,0,33,3,3,15.69,0,517,3
23390,74894,0,63,4,1,600.17,0,475,4
81228,81518,0,65,2,5,203.3,1,227,6
92663,21977,1,56,1,2,600.16,1,284,4
72841,3177,0,30,7,3,107.52,0,346,7
44312,6353,0,66,1,4,1200.32,1,716,6
31506,31238,0,48,1,2,600.16,0,719,7
77747,88288,1,36,1,3,900.24,2,205,4
14201,26700,1,65,1,2,600.16,0,369,6
86680,21563,0,50,2,4,162.64,0,466,7
96252,65739,1,29,3,3,15.69,0,364,7
1133,68617,1,38,7,1,35.84,0,619,8
13977,82154,0,51,4,4,2400.68,1,165,7
58315,73480,0,25,3,1,5.23,0,676,6
52497,26029,0,63,3,1,5.23,0,321,4
21852,55837,0,66,2,3,121.98,2,198,3
18314,82292,1,23,1,5,1500.4,0,753,6
89717,14514,0,63,7,3,107.52,1,271,5
38643,92491,1,67,1,4,1200.32,2,524,4
6882,30942,0,25,1,5,1500.4,1,146,5
24180,450,1,60,2,4,162.64,1,227,6
80150,76087,0,61,3,1,5.23,1,172,5
38713,82553,1,35,1,3,900.24,0,68,5
4923,27958,1,22,1,1,300.08,2,47,4
12935,68367,0,51,7,5,179.2,2,180,8
70320,14732,0,65,4,3,1800.51,0,235,4
15794,43269,0,36,3,4,20.92,1,274,4
81320,80098,0,39,1,2,600.16,0,632,4
60717,74299,0,21,6,1,1050.0,1,281,3
43679,97644,1,51,0,4,60.6,2,200,5
73983,51826,1,23,1,5,1500.4,2,784,7
56828,33404,0,30,7,1,35.84,0,192,8
11704,71826,0,27,1,5,1500.4,1,128,9
40464,20579,0,56,4,3,1800.51,2,549,9
9735,57653,1,49,2,4,162.64,1,480,4
25329,95586,0,20,7,1,35.84,1,710,5
89305,85697,0,62,1,3,900.24,2,322,7
52322,68773,1,30,1,1,300.08,0,792,9
81500,44973,0,54,3,1,5.23,2,426,5
53148,96625,0,34,1,2,600.16,0,646,4
33752,39993,1,69,7,2,71.68,0,328,4
28223,23463,0,36,1,4,1200.32,0,571,7
21942,96059,0,40,5,5,58.65,1,192,1
94806,68824,1,23,1,4,1200.32,0,749,7
6409,11247,0,43,1,5,1500.4,0,505,4
35191,10754,1,57,1,4,1200.32,1,7,4
39649,17189,0,37,3,2,10.46,2,665,3
12859,23496,0,68,1,1,300.08,2,698,3
52112,78995,0,33,1,3,900.24,0,341,4
84853,25273,0,66,3,5,26.15,1,654,7
487,63408,0,61,0,3,45.45,0,650,6
43231,51783,0,58,0,4,60.6,2,644,2
1409,54449,0,55,0,4,60.6,0,290,3
21226,9975,0,59,7,5,179.2,2,537,8
49575,47922,1,18,1,4,1200.32,0,184,5
58306,7895,0,59,2,2,81.32,1,742,7
19554,7217,1,19,3,1,5.23,0,451,7
47214,47930,0,38,3,5,26.15,2,326,9
66010,55777,1,34,2,2,81.32,1,715,7
25474,84662,1,22,4,2,1200.34,2,386,4
43166,9977,1,37,7,4,143.36,1,568,3
23626,50736,0,44,1,5,1500.4,0,441,7
64001,6066,0,36,1,3,900.24,1,665,6
6291,77525,1,41,2,5,203.3,2,149,9
58257,91398,0,27,3,4,20.92,0,384,7
83753,85236,0,18,6,1,1050.0,0,757,5
67907,98560,0,54,1,1,300.08,0,459,5
4270,72531,0,44,1,4,1200.32,1,551,6
98499,83554,0,44,0,3,45.45,1,486,9
10036,25882,0,56,3,5,26.15,0,281,4
29579,30724,1,44,7,5,179.2,0,0,6
41902,98283,0,69,3,3,15.69,1,263,4
97269,73863,0,20,2,1,40.66,0,498,7
64444,20322,0,38,2,3,121.98,0,694,4
56069,12599,0,33,3,1,5.23,0,303,4
37236,48212,1,38,1,2,600.16,1,377,4
19951,94174,0,67,0,5,75.75,1,588,7
57505,78250,0,54,1,3,900.24,1,793,8
29090,44466,0,58,2,4,162.64,2,676,5
25008,52376,0,37,7,1,35.84,0,31,4
74322,44775,0,42,4,4,2400.68,2,721,4
55859,86580,0,60,1,1,300.08,2,587,7
97343,2621,0,39,2,3,121.98,2,679,4
38248,96911,0,57,2,3,121.98,2,236,4
4368,31520,1,52,2,1,40.66,1,634,7
36988,2546,0,18,1,5,1500.4,0,505,7
85780,61277,1,60,5,5,58.65,1,781,8
42460,20763,0,62,3,3,15.69,1,464,3
31390,71637,1,53,1,1,300.08,1,440,9
80656,69052,0,28,1,4,1200.32,0,338,4
32924,91797,0,69,0,3,45.45,2,402,4
34276,76872,1,69,1,1,300.08,2,590,4
20289,84143,1,36,1,2,600.16,1,678,2
93372,33086,1,21,1,2,600.16,2,743,3
98212,82774,0,54,3,1,5.23,0,706,6
7919,52550,0,25,4,2,1200.34,2,506,4
20467,81146,0,53,1,4,1200.32,2,464,7
38583,49491,0,45,4,3,1800.51,0,761,6
70566,67391,1,67,1,3,900.24,1,715,8
20771,42712,1,66,2,2,81.32,2,423,2
50695,79524,0,23,2,4,162.64,0,529,4
70104,37723,0,22,4,2,1200.34,0,681,4
94240,37946,0,39,0,5,75.75,1,554,5
14640,98545,1,24,3,3,15.69,1,443,5
62025,55690,0,33,3,3,15.69,1,577,5
6666,11082,1,41,7,3,107.52,1,173,6
55306,24174,0,29,1,4,1200.32,0,503,9
27849,77780,0,36,2,1,40.66,1,402,6
91055,90629,1,22,2,4,162.64,0,276,6
1960,82827,0,23,4,2,1200.34,0,148,9
61534,2320,1,41,5,4,46.92,1,245,9
52684,69626,0,48,1,1,300.08,2,123,5
97102,21253,0,67,0,4,60.6,0,76,6
934,37397,0,20,7,3,107.52,0,203,4
50201,78428,0,45,1,4,1200.32,0,184,5
58066,60247,1,69,2,1,40.66,1,418,4
58059,10426,0,36,6,1,1050.0,0,358,6
52137,62708,1,47,1,5,1500.4,1,170,6
39347,42305,0,31,4,2,1200.34,0,5,7
5083,10410,1,57,2,3,121.98,2,223,4
20787,37617,0,68,1,3,900.24,0,437,5
89773,30122,1,26,1,3,900.24,0,662,3
7361,80401,1,22,2,1,40.66,1,789,4
85264,5584,1,31,1,4,1200.32,0,204,3
62222,38188,0,66,3,3,15.69,1,747,5
72275,93808,0,68,3,2,10.46,0,188,7
47277,77673,0,40,2,1,40.66,2,342,4
95680,46703,1,65,5,3,35.19,1,410,4
38659,20910,1,29,1,4,1200.32,0,408,4
82311,29171,0,56,3,5,26.15,1,634,3
5152,71656,1,42,3,4,20.92,0,516,6
61229,98215,1,45,3,4,20.92,0,356,7
78128,24498,0,59,1,1,300.08,1,246,7
8167,8179,1,40,1,5,1500.4,1,585,5
79631,6266,0,56,6,2,2100.0,2,52,6
74718,35608,0,49,1,5,1500.4,0,274,4
20770,97225,0,69,0,5,75.75,2,369,7
33154,38338,0,58,1,1,300.08,2,205,8
45335,66407,0,66,2,5,203.3,1,398,5
35473,77819,0,41,5,1,11.73,0,575,6
73755,50495,0,56,1,1,300.08,0,377,3
19814,13527,0,64,1,4,1200.32,1,105,3
57397,59622,1,49,1,2,600.16,1,653,7
7750,32723,1,35,5,2,23.46,1,429,4
81540,38263,1,60,4,4,2400.68,0,537,3
50952,98383,1,22,1,3,900.24,0,434,9
49956,8438,0,20,1,3,900.24,0,18,5
70911,19317,1,53,1,1,300.08,0,599,1
92780,92235,1,60,3,3,15.69,0,27,2
33986,93116,0,18,1,3,900.24,0,464,4
78174,29026,1,44,1,1,300.08,0,710,6
1600,49097,0,26,1,1,300.08,0,281,6
75979,67552,0,46,3,2,10.46,2,388,6
34863,30823,0,30,1,4,1200.32,0,75,6
79638,80163,0,20,7,3,107.52,0,494,6
38050,68778,1,48,1,3,900.24,2,787,6
862,97112,0,45,3,2,10.46,0,520,3
29077,91411,0,56,7,4,143.36,0,442,6
250,83422,1,54,2,3,121.98,1,728,3
27355,42114,1,53,1,5,1500.4,2,493,4
12746,64277,0,51,2,1,40.66,2,304,7
70931,52879,0,35,1,3,900.24,1,604,9
47992,17950,1,60,5,5,58.65,2,637,3
26213,77204,0,48,3,1,5.23,1,345,9
30278,64590,1,57,1,5,1500.4,0,496,5
24162,24580,0,54,2,1,40.66,0,566,4
81674,61662,0,61,6,1,1050.0,1,269,6
53420,93266,0,56,1,3,900.24,0,6,8
93057,92810,1,27,1,5,1500.4,1,23,7
57045,54653,0,32,4,1,600.17,0,700,9
80729,30562,1,51,3,4,20.92,1,336,4
25367,32983,1,62,1,1,300.08,1,40,5
92099,13196,1,27,7,2,71.68,2,629,5
56685,15766,0,66,4,3,1800.51,0,262,8
84488,97992,0,55,1,5,1500.4,1,250,5
58772,55530,0,32,7,3,107.52,1,171,4
52002,8973,0,29,1,5,1500.4,1,302,4
71291,17566,0,47,3,3,15.69,0,171,4
8996,82417,0,36,1,3,900.24,1,675,4
67190,95968,0,30,1,5,1500.4,1,413,3
83186,24289,0,33,4,3,1800.51,2,111,6
63361,844,0,23,5,4,46.92,2,202,6
62615,42299,1,35,3,3,15.69,0,753,1
99075,17374,1,47,4,2,1200.34,0,311,8
42097,93471,0,20,4,1,600.17,0,237,8
79413,3503,1,29,2,2,81.32,0,582,6
34310,56680,1,23,3,4,20.92,1,91,6
56468,76609,0,60,1,1,300.08,1,717,5
36643,52572,0,38,1,5,1500.4,0,790,3
69807,12222,0,21,3,3,15.69,0,328,6
30053,86832,0,21,1,2,600.16,1,132,4
6052,83868,0,45,3,2,10.46,0,551,7
3192,41610,1,25,0,2,30.3,0,398,2
31990,22632,1,47,2,5,203.3,2,724,6
62299,35311,0,23,7,3,107.52,0,704,4
77520,49765,0,44,1,1,300.08,0,686,7
49339,66008,1,48,0,2,30.3,0,263,3
667,53451,0,30,1,5,1500.4,2,355,4
1059,48325,0,67,7,1,35.84,1,311,5
56273,88244,1,20,7,3,107.52,1,380,5
94843,14112,1,53,3,4,20.92,0,195,5
19138,4284,1,50,7,3,107.52,2,614,6
31799,59687,0,28,1,3,900.24,0,547,5
39531,21323,0,27,3,3,15.69,0,667,1
27140,21595,1,55,1,3,900.24,0,132,6
65294,66281,1,36,4,1,600.17,0,282,4
31125,51191,1,63,4,2,1200.34,1,481,9
90804,71215,0,19,1,2,600.16,1,584,3
37014,56560,1,37,7,1,35.84,2,142,4
65820,27965,1,55,4,1,600.17,1,179,4
96495,93730,0,26,2,1,40.66,1,159,6
42590,47183,1,20,3,3,15.69,1,432,5
29447,5443,1,53,2,5,203.3,0,106,6
6080,12667,0,44,4,3,1800.51,1,147,4
22269,41008,0,69,1,1,300.08,1,790,2
94209,85480,1,26,7,3,107.52,0,627,6
9632,27057,0,68,4,3,1800.51,0,769,4
97716,54567,1,59,2,3,121.98,0,498,4
51632,58786,0,66,3,3,15.69,0,681,5
90872,83731,1,51,1,2,600.16,1,539,4
52748,64671,1,27,1,1,300.08,2,605,3
66649,18579,0,59,2,5,203.3,0,479,9
2755,78991,0,35,1,3,900.24,1,216,7
97294,81154,1,61,6,1,1050.0,1,750,9
74811,62493,1,62,1,1,300.08,0,381,6
42916,51511,0,19,3,4,20.92,1,489,7
27063,61279,1,26,1,3,900.24,0,140,6
66935,11720,1,29,7,2,71.68,1,532,4
63340,35509,1,19,1,4,1200.32,0,577,1
59009,47952,0,59,6,2,2100.0,1,695,5
35925,41673,0,61,5,4,46.92,0,740,5
47333,83936,1,58,1,4,1200.32,0,702,6
3459,5903,1,65,1,1,300.08,1,674,6
26311,49954,0,41,1,4,1200.32,1,601,1
86090,8846,1,62,3,5,26.15,2,273,6
45324,29832,1,48,4,4,2400.68,1,661,5
78721,24427,0,34,7,2,71.68,0,7,7
72080,76800,0,37,2,5,203.3,1,533,8
94435,78533,1,51,4,1,600.17,2,727,2
51528,54627,1,66,1,4,1200.32,0,368,7
37433,45383,0,56,4,3,1800.51,1,184,3
57848,15619,0,23,1,5,1500.4,2,105,5
29054,67132,0,26,7,4,143.36,2,193,5
55545,9406,0,23,4,2,1200.34,0,459,4
41519,94661,0,31,1,1,300.08,2,290,5
18985,16824,0,32,7,4,143.36,1,155,3
68373,70019,1,22,5,5,58.65,1,658,5
94206,46030,0,43,1,3,900.24,0,665,4
43031,38059,0,24,7,5,179.2,1,217,5
98557,34608,0,20,1,3,900.24,2,702,4
22810,35381,0,31,0,5,75.75,0,56,3
78528,71426,0,69,3,5,26.15,0,310,6
73561,59952,0,58,7,2,71.68,2,360,2
7414,21166,0,53,7,2,71.68,1,228,5
20796,8076,1,68,1,2,600.16,1,584,3
77210,35721,0,42,3,1,5.23,1,39,9
5228,65531,0,42,1,1,300.08,0,215,4
9775,17203,1,56,1,3,900.24,0,746,3
53297,85564,1,24,5,2,23.46,1,719,1
92162,28880,0,52,2,2,81.32,0,418,9
83966,58206,1,34,7,5,179.2,1,72,4
36463,25793,0,36,2,4,162.64,1,371,4
29343,77302,1,23,1,4,1200.32,1,711,4
96840,34833,1,21,3,3,15.69,0,288,4
72911,62197,1,69,2,2,81.32,0,769,4
58756,48948,0,46,2,2,81.32,2,644,4
31674,19241,0,64,2,1,40.66,2,92,5
83567,88934,0,44,1,3,900.24,0,174,4
24166,4846,1,50,0,4,60.6,0,495,7
78387,44354,0,56,2,5,203.3,0,440,7
47429,42566,1,54,1,4,1200.32,0,88,8
92966,74834,1,52,2,5,203.3,1,22,4
35588,29590,1,21,1,1,300.08,0,69,6
35337,54493,0,35,3,3,15.69,1,754,4
17885,321,1,60,2,3,121.98,1,169,4
41758,78274,1,66,1,3,900.24,1,566,3
56617,94964,1,43,5,4,46.92,0,20,6
75639,77540,1,46,1,1,300.08,0,168,2
63966,14494,1,68,4,4,2400.68,1,58,7
97583,12197,0,41,3,5,26.15,0,346,5
86055,90814,0,59,5,5,58.65,0,508,3
71973,60235,0,19,1,1,300.08,1,748,8
14653,43308,1,54,1,1,300.08,0,469,4
34118,15870,0,53,4,4,2400.68,1,514,6
68964,3320,0,57,3,3,15.69,1,295,5
3927,48443,0,49,1,5,1500.4,0,599,6
